champion,role,duo_champion,duo_role,winrate,matches
Garen,TOP,Jayce,JUNGLE,50.27,183
Garen,TOP,Karthus,JUNGLE,50.0,46
Garen,TOP,Udyr,JUNGLE,50.0,38
Gnar,TOP,Udyr,JUNGLE,59.09,44
Gnar,TOP,Rammus,JUNGLE,58.54,41
Gnar,TOP,Shaco,JUNGLE,57.41,108
Gnar,TOP,Naafiri,JUNGLE,57.14,63
Gnar,TOP,Evelynn,JUNGLE,55.95,84
Gnar,TOP,Malphite,JUNGLE,55.07,69
Gnar,TOP,Lillia,JUNGLE,54.67,75
Gnar,TOP,Zac,JUNGLE,54.48,145
Gnar,TOP,Diana,JUNGLE,53.15,365
Gnar,TOP,Rengar,JUNGLE,52.91,172
Gnar,TOP,Talon,JUNGLE,52.3,174
Gnar,TOP,Kha'Zix,JUNGLE,52.2,318
Gnar,TOP,Ekko,JUNGLE,51.66,362
Gnar,TOP,Karthus,JUNGLE,51.38,109
Gnar,TOP,Dr. Mundo,JUNGLE,51.16,86
Gnar,TOP,Nunu & Willump,JUNGLE,50.81,124
Gnar,TOP,Viego,JUNGLE,50.48,626
Gragas,TOP,Bel'Veth,JUNGLE,63.49,63
Gragas,TOP,Elise,JUNGLE,62.96,27
Gragas,TOP,Rammus,JUNGLE,62.96,27
Gragas,TOP,Kindred,JUNGLE,58.49,53
Gragas,TOP,Nunu & Willump,JUNGLE,57.69,52
Gragas,TOP,Master Yi,JUNGLE,57.29,96
Gragas,TOP,Qiyana,JUNGLE,56.45,124
Gragas,TOP,Evelynn,JUNGLE,56.0,25
Gragas,TOP,Ekko,JUNGLE,55.2,125
Gragas,TOP,Fiddlesticks,JUNGLE,55.17,29
Gragas,TOP,Rengar,JUNGLE,54.69,128
Gragas,TOP,Hecarim,JUNGLE,54.55,110
Gragas,TOP,Ivern,JUNGLE,54.55,33
Gragas,TOP,Nidalee,JUNGLE,54.17,48
Gragas,TOP,Naafiri,JUNGLE,53.33,60
Gragas,TOP,Xin Zhao,JUNGLE,53.03,66
Gragas,TOP,Diana,JUNGLE,52.87,174
Gragas,TOP,Sylas,JUNGLE,52.63,57
Gragas,TOP,Lee Sin,JUNGLE,52.52,318
Gragas,TOP,Rek'Sai,JUNGLE,51.25,80
Gragas,TOP,Nocturne,JUNGLE,51.02,49
Gragas,TOP,Dr. Mundo,JUNGLE,50.79,63
Gragas,TOP,Jarvan IV,JUNGLE,50.29,173
Gragas,TOP,Lillia,JUNGLE,50.0,24
Gragas,TOP,Volibear,JUNGLE,50.0,58
Graves,JUNGLE,Zilean,SUPPORT,57.58,66
Graves,JUNGLE,Rell,SUPPORT,55.88,170
Graves,JUNGLE,Neeko,SUPPORT,55.56,126
Graves,JUNGLE,Tahm Kench,SUPPORT,54.17,48
Graves,JUNGLE,Vel'Koz,SUPPORT,53.49,43
Graves,JUNGLE,Senna,SUPPORT,53.26,92
Graves,JUNGLE,Lulu,SUPPORT,53.2,359
Graves,JUNGLE,Braum,SUPPORT,53.13,352
Graves,JUNGLE,Sona,SUPPORT,52.71,258
Graves,JUNGLE,Nautilus,SUPPORT,52.63,418
Graves,JUNGLE,Pyke,SUPPORT,52.59,232
Graves,JUNGLE,Morgana,SUPPORT,52.0,75
Graves,JUNGLE,Poppy,SUPPORT,50.67,75
Graves,JUNGLE,Thresh,SUPPORT,50.33,455
Graves,JUNGLE,Leona,SUPPORT,50.23,221
Graves,JUNGLE,Blitzcrank,SUPPORT,50.0,182
Gwen,TOP,Ivern,JUNGLE,66.2,71
Gwen,TOP,Naafiri,JUNGLE,58.67,75
Gwen,TOP,Fiddlesticks,JUNGLE,57.89,57
Gwen,TOP,Nidalee,JUNGLE,57.35,68
Gwen,TOP,Dr. Mundo,JUNGLE,57.14,84
Gwen,TOP,Rengar,JUNGLE,57.06,177
Gwen,TOP,Talon,JUNGLE,55.41,231
Gwen,TOP,Kindred,JUNGLE,55.06,89
Gwen,TOP,Nocturne,JUNGLE,54.88,82
Gwen,TOP,Shaco,JUNGLE,54.46,112
Gwen,TOP,Zac,JUNGLE,54.35,92
Gwen,TOP,Volibear,JUNGLE,53.66,82
Gwen,TOP,Lee Sin,JUNGLE,53.59,502
Gwen,TOP,Elise,JUNGLE,53.19,47
Gwen,TOP,Master Yi,JUNGLE,53.15,111
Gwen,TOP,Bel'Veth,JUNGLE,53.03,66
Gwen,TOP,Rek'Sai,JUNGLE,52.84,176
Gwen,TOP,Diana,JUNGLE,52.42,227
Gwen,TOP,Sylas,JUNGLE,52.38,84
Gwen,TOP,Wukong,JUNGLE,52.38,84
Gwen,TOP,Kha'Zix,JUNGLE,52.35,361
Gwen,TOP,Jayce,JUNGLE,51.51,398
Gwen,TOP,Sejuani,JUNGLE,51.11,45
Gwen,TOP,Viego,JUNGLE,51.0,653
Gwen,TOP,Hecarim,JUNGLE,50.98,153
Gwen,TOP,Zed,JUNGLE,50.59,170
Gwen,TOP,Vi,JUNGLE,50.0,114
Hecarim,JUNGLE,Poppy,SUPPORT,61.97,71
Hecarim,JUNGLE,Lux,SUPPORT,54.84,62
Hecarim,JUNGLE,Braum,SUPPORT,52.88,399
Hecarim,JUNGLE,Morgana,SUPPORT,52.73,55
Hecarim,JUNGLE,Thresh,SUPPORT,51.94,387
Hecarim,JUNGLE,Elise,SUPPORT,51.72,58
Hecarim,JUNGLE,Janna,SUPPORT,51.66,271
Hecarim,JUNGLE,Milio,SUPPORT,51.11,225
Hecarim,JUNGLE,Pyke,SUPPORT,51.01,198
Hecarim,JUNGLE,Sona,SUPPORT,50.74,337
Hecarim,JUNGLE,Nami,SUPPORT,50.57,613
Hecarim,JUNGLE,Karma,SUPPORT,50.25,408
Hecarim,JUNGLE,Pantheon,SUPPORT,50.0,54
Heimerdinger,MID,Shaco,JUNGLE,83.33,6
Heimerdinger,MID,Xin Zhao,JUNGLE,80.0,5
Heimerdinger,MID,Diana,JUNGLE,75.0,4
Heimerdinger,MID,Kindred,JUNGLE,75.0,4
Heimerdinger,MID,Rek'Sai,JUNGLE,75.0,4
Heimerdinger,MID,Viego,JUNGLE,72.0,25
Heimerdinger,MID,Kayn,JUNGLE,66.67,3
Heimerdinger,MID,Naafiri,JUNGLE,66.67,6
Heimerdinger,MID,Vi,JUNGLE,66.67,6
Heimerdinger,MID,Kha'Zix,JUNGLE,59.09,22
Heimerdinger,MID,Nunu & Willump,JUNGLE,57.14,7
Heimerdinger,MID,Zed,JUNGLE,57.14,7
Heimerdinger,MID,Jarvan IV,JUNGLE,54.55,11
Heimerdinger,MID,Lee Sin,JUNGLE,52.94,17
Heimerdinger,MID,Bel'Veth,JUNGLE,50.0,2
Heimerdinger,MID,Dr. Mundo,JUNGLE,50.0,2
Heimerdinger,MID,Evelynn,JUNGLE,50.0,4
Heimerdinger,MID,Fiddlesticks,JUNGLE,50.0,2
Heimerdinger,MID,Hecarim,JUNGLE,50.0,6
Heimerdinger,MID,Nidalee,JUNGLE,50.0,4
Heimerdinger,MID,Olaf,JUNGLE,50.0,2
Heimerdinger,MID,Qiyana,JUNGLE,50.0,2
Heimerdinger,MID,Skarner,JUNGLE,50.0,2
Heimerdinger,MID,Sylas,JUNGLE,50.0,2
Hwei,ADC,Milio,SUPPORT,75.0,8
Hwei,ADC,Zilean,SUPPORT,75.0,8
Hwei,ADC,Soraka,SUPPORT,68.18,22
Hwei,ADC,Morgana,SUPPORT,66.67,9
Hwei,ADC,Pantheon,SUPPORT,64.71,17
Hwei,ADC,Janna,SUPPORT,62.07,29
Hwei,ADC,Seraphine,SUPPORT,60.0,20
Hwei,ADC,Alistar,SUPPORT,53.49,43
Hwei,ADC,Leona,SUPPORT,51.43,35
Hwei,ADC,Nami,SUPPORT,50.33,151
Hwei,ADC,Blitzcrank,SUPPORT,50.0,20
Hwei,ADC,Tahm Kench,SUPPORT,50.0,6
Hwei,ADC,Taric,SUPPORT,50.0,10
Hwei,ADC,Thresh,SUPPORT,50.0,38
Hwei,MID,Evelynn,JUNGLE,66.67,24
Hwei,MID,Nocturne,JUNGLE,63.27,49
Hwei,MID,Kindred,JUNGLE,61.9,42
Hwei,MID,Rammus,JUNGLE,57.14,28
Hwei,MID,Sylas,JUNGLE,56.86,51
Hwei,MID,Jarvan IV,JUNGLE,56.7,194
Hwei,MID,Talon,JUNGLE,56.03,116
Hwei,MID,Master Yi,JUNGLE,55.29,85
Hwei,MID,Hecarim,JUNGLE,54.74,95
Hwei,MID,Nidalee,JUNGLE,53.57,56
Hwei,MID,Rengar,JUNGLE,52.94,119
Hwei,MID,Vi,JUNGLE,52.63,57
Hwei,MID,Rek'Sai,JUNGLE,51.96,102
Hwei,MID,Shaco,JUNGLE,51.85,54
Hwei,MID,Elise,JUNGLE,50.0,36
Hwei,MID,Fiddlesticks,JUNGLE,50.0,32
Hwei,MID,Lillia,JUNGLE,50.0,26
Hwei,MID,Nunu & Willump,JUNGLE,50.0,58
Illaoi,TOP,Nidalee,JUNGLE,69.7,33
Illaoi,TOP,Zyra,JUNGLE,69.23,13
Illaoi,TOP,Graves,JUNGLE,65.52,29
Illaoi,TOP,Kindred,JUNGLE,64.29,14
Illaoi,TOP,Ivern,JUNGLE,63.64,22
Illaoi,TOP,Karthus,JUNGLE,63.04,46
Illaoi,TOP,Talon,JUNGLE,62.26,53
Illaoi,TOP,Fiddlesticks,JUNGLE,60.53,38
Illaoi,TOP,Bel'Veth,JUNGLE,60.0,15
Illaoi,TOP,Shaco,JUNGLE,58.54,41
Illaoi,TOP,Xin Zhao,JUNGLE,57.58,33
Illaoi,TOP,Kha'Zix,JUNGLE,54.76,84
Illaoi,TOP,Malphite,JUNGLE,54.55,22
Illaoi,TOP,Master Yi,JUNGLE,53.57,28
Illaoi,TOP,Volibear,JUNGLE,53.33,30
Illaoi,TOP,Sylas,JUNGLE,52.17,46
Illaoi,TOP,Diana,JUNGLE,51.22,82
Illaoi,TOP,Rek'Sai,JUNGLE,51.22,41
Illaoi,TOP,Elise,JUNGLE,50.0,26
Illaoi,TOP,Naafiri,JUNGLE,50.0,18
Illaoi,TOP,Warwick,JUNGLE,50.0,10
Irelia,TOP,Udyr,JUNGLE,59.72,72
Irelia,TOP,Karthus,JUNGLE,59.46,111
Irelia,TOP,Ivern,JUNGLE,59.41,101
Irelia,TOP,Zac,JUNGLE,58.39,149
Irelia,TOP,Graves,JUNGLE,56.59,182
Irelia,TOP,Elise,JUNGLE,55.96,109
Irelia,TOP,Lee Sin,JUNGLE,55.89,535
Irelia,TOP,Fiddlesticks,JUNGLE,55.36,112
Irelia,TOP,Master Yi,JUNGLE,55.32,141
Irelia,TOP,Rengar,JUNGLE,55.07,207
Irelia,TOP,Nidalee,JUNGLE,54.39,171
Irelia,TOP,Volibear,JUNGLE,53.89,167
Irelia,TOP,Vi,JUNGLE,53.39,118
Irelia,TOP,Lillia,JUNGLE,53.19,94
Irelia,TOP,Qiyana,JUNGLE,51.27,197
Irelia,TOP,Zed,JUNGLE,51.11,180
Irelia,TOP,Xin Zhao,JUNGLE,51.09,92
Irelia,TOP,Dr. Mundo,JUNGLE,50.91,110
Irelia,TOP,Kindred,JUNGLE,50.62,81
Irelia,TOP,Kha'Zix,JUNGLE,50.51,392
Irelia,TOP,Sejuani,JUNGLE,50.0,72
Ivern,JUNGLE,Taric,SUPPORT,72.97,37
Ivern,JUNGLE,Poppy,SUPPORT,63.41,41
Ivern,JUNGLE,Pantheon,SUPPORT,60.0,40
Ivern,JUNGLE,Rakan,SUPPORT,58.46,130
Ivern,JUNGLE,Rell,SUPPORT,58.12,117
Ivern,JUNGLE,Nami,SUPPORT,57.26,234
Ivern,JUNGLE,Alistar,SUPPORT,57.24,152
Ivern,JUNGLE,Nautilus,SUPPORT,56.86,299
Ivern,JUNGLE,Bard,SUPPORT,56.25,160
Ivern,JUNGLE,Braum,SUPPORT,56.21,290
Ivern,JUNGLE,Leona,SUPPORT,55.91,186
Ivern,JUNGLE,Sona,SUPPORT,55.34,103
Ivern,JUNGLE,Blitzcrank,SUPPORT,54.44,90
Ivern,JUNGLE,Pyke,SUPPORT,54.13,109
Ivern,JUNGLE,Thresh,SUPPORT,53.92,204
Ivern,JUNGLE,Seraphine,SUPPORT,53.57,56
Ivern,JUNGLE,Milio,SUPPORT,53.41,88
Ivern,JUNGLE,Lux,SUPPORT,52.94,34
Ivern,JUNGLE,Neeko,SUPPORT,50.0,88
Ivern,JUNGLE,Senna,SUPPORT,50.0,76
Janna,SUPPORT,Yasuo,ADC,58.76,177
Janna,SUPPORT,Xayah,ADC,55.65,124
Janna,SUPPORT,Samira,ADC,55.42,166
Janna,SUPPORT,Ziggs,ADC,54.78,115
Janna,SUPPORT,Aphelios,ADC,53.97,806
Janna,SUPPORT,Swain,ADC,53.85,78
Janna,SUPPORT,Mel,ADC,53.66,82
Janna,SUPPORT,Varus,ADC,52.83,761
Janna,SUPPORT,Sivir,ADC,52.54,611
Janna,SUPPORT,Jinx,ADC,52.45,713
Janna,SUPPORT,Zeri,ADC,51.91,183
Janna,SUPPORT,Tristana,ADC,51.75,228
Janna,SUPPORT,Ashe,ADC,51.34,298
Janna,SUPPORT,Caitlyn,ADC,51.34,711
Janna,SUPPORT,Yunara,ADC,51.03,682
Janna,SUPPORT,Nilah,ADC,50.98,102
Janna,SUPPORT,Smolder,ADC,50.76,463
Janna,SUPPORT,Ezreal,ADC,50.38,784
Janna,SUPPORT,Corki,ADC,50.0,456
Janna,SUPPORT,Vayne,ADC,50.0,294
Jarvan IV,JUNGLE,Taric,SUPPORT,58.45,142
Jarvan IV,JUNGLE,Zyra,SUPPORT,56.25,80
Jarvan IV,JUNGLE,Braum,SUPPORT,54.19,716
Jarvan IV,JUNGLE,Elise,SUPPORT,53.68,136
Jarvan IV,JUNGLE,Neeko,SUPPORT,53.53,312
Jarvan IV,JUNGLE,Blitzcrank,SUPPORT,53.43,335
Jarvan IV,JUNGLE,Janna,SUPPORT,52.8,483
Jarvan IV,JUNGLE,Soraka,SUPPORT,52.65,302
Jarvan IV,JUNGLE,Leona,SUPPORT,51.7,352
Jarvan IV,JUNGLE,Bard,SUPPORT,51.55,646
Jarvan IV,JUNGLE,Zilean,SUPPORT,51.39,144
Jarvan IV,JUNGLE,Vel'Koz,SUPPORT,51.33,113
Jarvan IV,JUNGLE,Senna,SUPPORT,51.02,294
Jarvan IV,JUNGLE,Lux,SUPPORT,50.79,126
Jarvan IV,JUNGLE,Karma,SUPPORT,50.63,788
Jax,TOP,Zyra,JUNGLE,62.37,93
Jax,TOP,Lillia,JUNGLE,61.8,89
Jax,TOP,Karthus,JUNGLE,61.59,151
Jax,TOP,Rek'Sai,JUNGLE,59.57,277
Jax,TOP,Kindred,JUNGLE,56.25,128
Jax,TOP,Udyr,JUNGLE,55.7,79
Jax,TOP,Nocturne,JUNGLE,55.56,126
Jax,TOP,Zac,JUNGLE,55.36,224
Jax,TOP,Vi,JUNGLE,55.26,190
Jax,TOP,Nunu & Willump,JUNGLE,54.08,196
Jax,TOP,Shaco,JUNGLE,53.99,213
Jax,TOP,Ivern,JUNGLE,53.49,129
Jax,TOP,Elise,JUNGLE,53.44,131
Jax,TOP,Naafiri,JUNGLE,53.38,133
Jax,TOP,Diana,JUNGLE,53.26,614
Jax,TOP,Rengar,JUNGLE,52.55,274
Jax,TOP,Fiddlesticks,JUNGLE,51.92,104
Jax,TOP,Xin Zhao,JUNGLE,51.63,153
Jax,TOP,Dr. Mundo,JUNGLE,51.4,179
Jax,TOP,Kha'Zix,JUNGLE,51.35,555
Jax,TOP,Jayce,JUNGLE,51.06,613
Jax,TOP,Qiyana,JUNGLE,50.84,297
Jax,TOP,Jarvan IV,JUNGLE,50.76,459
Jax,TOP,Talon,JUNGLE,50.5,299
Jayce,JUNGLE,Taric,SUPPORT,55.61,187
Jayce,JUNGLE,Morgana,SUPPORT,53.06,147
Jayce,JUNGLE,Janna,SUPPORT,52.33,451
Jayce,JUNGLE,Elise,SUPPORT,52.1,167
Jayce,JUNGLE,Maokai,SUPPORT,51.46,103
Jayce,JUNGLE,Braum,SUPPORT,51.25,1038
Jayce,JUNGLE,Leona,SUPPORT,51.13,618
Jayce,JUNGLE,Alistar,SUPPORT,50.83,661
Jayce,JUNGLE,Thresh,SUPPORT,50.8,941
Jayce,JUNGLE,Neeko,SUPPORT,50.25,396
Jayce,JUNGLE,Rell,SUPPORT,50.11,465
Jayce,JUNGLE,Nami,SUPPORT,50.05,1015
Jayce,MID,Kindred,JUNGLE,70.59,17
Jayce,MID,Shaco,JUNGLE,70.0,20
Jayce,MID,Bel'Veth,JUNGLE,66.67,18
Jayce,MID,Karthus,JUNGLE,65.75,73
Jayce,MID,Udyr,JUNGLE,61.54,13
Jayce,MID,Elise,JUNGLE,59.38,64
Jayce,MID,Ivern,JUNGLE,59.18,49
Jayce,MID,Rek'Sai,JUNGLE,59.09,44
Jayce,MID,Nocturne,JUNGLE,58.33,12
Jayce,MID,Diana,JUNGLE,58.25,194
Jayce,MID,Zyra,JUNGLE,58.14,43
Jayce,MID,Fiddlesticks,JUNGLE,58.0,50
Jayce,MID,Sylas,JUNGLE,56.0,75
Jayce,MID,Zac,JUNGLE,56.0,50
Jayce,MID,Ekko,JUNGLE,53.76,186
Jayce,MID,Nunu & Willump,JUNGLE,53.57,56
Jayce,MID,Nidalee,JUNGLE,53.42,73
Jayce,MID,Kha'Zix,JUNGLE,52.17,46
Jayce,MID,Hecarim,JUNGLE,50.0,30
Jayce,MID,Talon,JUNGLE,50.0,34
Jayce,MID,Vi,JUNGLE,50.0,14
Jayce,TOP,Rammus,JUNGLE,59.57,47
Jayce,TOP,Master Yi,JUNGLE,58.68,121
Jayce,TOP,Bel'Veth,JUNGLE,57.63,59
Jayce,TOP,Talon,JUNGLE,57.63,177
Jayce,TOP,Nocturne,JUNGLE,57.14,63
Jayce,TOP,Ekko,JUNGLE,55.95,370
Jayce,TOP,Xin Zhao,JUNGLE,55.32,94
Jayce,TOP,Elise,JUNGLE,55.24,105
Jayce,TOP,Rek'Sai,JUNGLE,55.03,169
Jayce,TOP,Hecarim,JUNGLE,54.89,133
Jayce,TOP,Jarvan IV,JUNGLE,54.55,275
Jayce,TOP,Graves,JUNGLE,54.36,149
Jayce,TOP,Dr. Mundo,JUNGLE,54.08,98
Jayce,TOP,Nidalee,JUNGLE,53.33,150
Jayce,TOP,Zed,JUNGLE,53.29,152
Jayce,TOP,Rengar,JUNGLE,53.13,160
Jayce,TOP,Sylas,JUNGLE,53.04,181
Jayce,TOP,Lillia,JUNGLE,52.78,72
Jayce,TOP,Vi,JUNGLE,52.34,128
Jayce,TOP,Pantheon,JUNGLE,52.27,44
Jayce,TOP,Kha'Zix,JUNGLE,51.46,309
Jayce,TOP,Shaco,JUNGLE,51.18,127
Jayce,TOP,Qiyana,JUNGLE,50.35,141
Jayce,TOP,Udyr,JUNGLE,50.0,44
Jhin,ADC,Poppy,SUPPORT,54.36,195
Jhin,ADC,Brand,SUPPORT,52.63,133
Jhin,ADC,Vel'Koz,SUPPORT,52.54,335
Jhin,ADC,Blitzcrank,SUPPORT,52.27,419
Jhin,ADC,Milio,SUPPORT,52.27,176
Jhin,ADC,Lux,SUPPORT,51.8,222
Jhin,ADC,Thresh,SUPPORT,51.21,746
Jhin,ADC,Sona,SUPPORT,51.15,694
Jhin,ADC,Morgana,SUPPORT,51.0,200
Jhin,ADC,Rell,SUPPORT,50.78,386
Jhin,ADC,Senna,SUPPORT,50.47,430
Jhin,ADC,Bard,SUPPORT,50.07,1388
Jinx,ADC,Elise,SUPPORT,62.16,111
Jinx,ADC,Poppy,SUPPORT,61.07,149
Jinx,ADC,Senna,SUPPORT,57.2,236
Jinx,ADC,Braum,SUPPORT,55.55,1442
Jinx,ADC,Pyke,SUPPORT,55.37,354
Jinx,ADC,Nautilus,SUPPORT,53.0,949
Jinx,ADC,Janna,SUPPORT,52.45,713
Jinx,ADC,Sona,SUPPORT,52.35,724
Jinx,ADC,Leona,SUPPORT,52.34,470
Jinx,ADC,Thresh,SUPPORT,52.14,2131
Jinx,ADC,Blitzcrank,SUPPORT,52.08,528
Jinx,ADC,Morgana,SUPPORT,52.07,169
Jinx,ADC,Lulu,SUPPORT,51.79,2879
Jinx,ADC,Alistar,SUPPORT,51.47,612
Jinx,ADC,Rakan,SUPPORT,50.93,483
Jinx,ADC,Tahm Kench,SUPPORT,50.66,152
Jinx,ADC,Nami,SUPPORT,50.58,781
Jinx,ADC,Rell,SUPPORT,50.52,386
Jinx,ADC,Zilean,SUPPORT,50.19,257
Jinx,ADC,Taric,SUPPORT,50.0,144
K'Sante,TOP,Bel'Veth,JUNGLE,62.67,75
K'Sante,TOP,Naafiri,JUNGLE,61.86,97
K'Sante,TOP,Rengar,JUNGLE,58.17,208
K'Sante,TOP,Rek'Sai,JUNGLE,55.15,194
K'Sante,TOP,Dr. Mundo,JUNGLE,54.84,93
K'Sante,TOP,Nidalee,JUNGLE,54.63,216
K'Sante,TOP,Zyra,JUNGLE,54.22,83
K'Sante,TOP,Qiyana,JUNGLE,52.99,251
K'Sante,TOP,Fiddlesticks,JUNGLE,52.69,93
K'Sante,TOP,Nunu & Willump,JUNGLE,52.34,128
K'Sante,TOP,Elise,JUNGLE,52.24,134
K'Sante,TOP,Volibear,JUNGLE,51.69,118
K'Sante,TOP,Graves,JUNGLE,50.83,240
K'Sante,TOP,Zed,JUNGLE,50.72,209
K'Sante,TOP,Talon,JUNGLE,50.41,246
K'Sante,TOP,Karthus,JUNGLE,50.0,132
Kai'Sa,ADC,Neeko,SUPPORT,55.29,1105
Kai'Sa,ADC,Taric,SUPPORT,54.88,246
